user_id,dietary_preferences,activity_levels,health_goals,tdee,bmi,liked_ingredients,disliked_ingredients
509,"['HAL', 'PES', 'LOW_CARB']","['SED', 'LIG']","['FIT', 'MUS']",2274,25.3,"['Moringa powder', 'Pasta', 'Saltpere', 'Noodles', 'Seafood', 'Whole wheat pasta', 'Crabs', 'Koobi', 'Chicken']","['Coconut cream', 'Mutton', 'Rice', 'Almonds', 'Swiss chard', 'Lobster', 'Celery salt', 'Pepper', 'Potatoes', 'Dawadawa']"
510,"['HAL', 'GLU', 'LOW_CARB']",['SED'],['GAI'],2363,33.2,"['Smoked fish', 'Chili flakes', 'Seaweed', 'Cilantro', 'Olive oil', 'Plantains', 'Snails', 'Shrimp', 'Cream', 'Turkey bacon', 'Anchovies']","['Dried cod', 'Chilli powder', 'Eggs', 'Moringa powder', 'Banana peppers', 'Peppers', 'Seafood', 'Clams']"
511,"['GLU', 'LOW_CARB']",['LIG'],['LOS'],2450,32.0,"['Green scotch bonnet', 'Seitan', 'Onions', 'Sweet potatoes', 'Avocado oil', 'Celery salt', 'Sauce', 'Turkey', 'Coconut milk', 'Shrimp', 'Plantains', 'Almonds', 'Cream', 'Moringa leaves', 'Kale']","['Olive oil', 'Okro', 'Dry spices', 'Peas', 'Cheese', 'Dried cod', 'Cucumbers', 'Beef', 'Swiss chard', 'Bacon']"
512,"['PES', 'LOW_CARB']","['LIG', 'SED']","['MAI', 'LOS']",2729,24.0,"['Carrots', 'Mushroom broth', 'Quinoa', 'Mutton', 'Shallots', 'Chicken sausage', 'Kuuka powder', 'Haddock']","['Eggs', 'Offal', 'Lentils', 'Periwinkle', 'Cod', 'Chili paste', 'Bananas', 'Canola oil', 'Whole wheat pasta', 'Sweet potatoes']"
513,"['HAL', 'HIGH_PROTEIN', 'GLU']",['LIG'],"['GAI', 'LOS']",1795,29.5,"['Chicken', 'Vegetable broth', 'Ginger', 'Sauce', 'Quinoa', 'Beef', 'Yams', 'Momoni', 'Offal', 'Mutton', 'Mushrooms', 'Tilapia', 'Sausages', 'Duck']","['Canola oil', 'Banana peppers', 'Peppers', 'Moringa powder', 'Cucumbers', 'Eggs', 'Peanuts']"
514,"['LOW_CARB', 'VEG', 'GLU']",['MOD'],['MUS'],2280,41.4,"['Coconut cream', 'Garlic', 'Shrimp', 'Turkey bacon', 'Tofu']","['Celery salt', 'Moringa leaves', 'Rice', 'Peppers', 'Yams', 'Avocado oil']"
515,['PES'],"['SED', 'LIG']","['MAI', 'MUS']",1574,11.9,"['Cod', 'Bacon', 'Peas', 'Momoni', 'Wrewre seeds']","['Seitan', 'Dry smoked river fish', 'Canola oil', 'Vegan cheese', 'Bulgur', 'Chili flakes', 'Chicken liver', 'Ginger', 'Onions', 'Sausages']"
516,['VEG'],['LIG'],['MAI'],2524,20.6,"['Chilli powder', 'Zucchini', 'Goat meat', 'Snails', 'Bulgur', 'Pasta', 'Kuuka powder', 'Red palm oil', 'Dry spices', 'Spinach', 'Beef', 'Saffron', 'Plantains', 'Koobi', 'Offal']","['Peppers', 'Cucumbers', 'Black beans', 'Cashew milk', 'Yogurt', 'Shallots', 'Tomatoes']"
517,['VER'],"['VER', 'LIG']",['MUS'],1537,17.0,"['Celery salt', 'Rice', 'Shallots', 'Pasta', 'Green scotch bonnet', 'Garlic', 'Greek yoghurt', 'Cilantro', 'Periwinkle']","['Broth', 'Seitan', 'Vegan cheese', 'Yellow squash']"
518,['HAL'],"['LIG', 'LIG']",['GAI'],2526,31.3,"['Rice', 'Chicken liver', 'Chili paste', 'Peanuts', 'Cream', 'Fresh fish', 'Cod', 'Dry smoked river fish', 'Almonds', 'Miso paste', 'Smoked fish', 'Red palm nut extract', 'Pasta', 'Potatoes', 'Vegetable broth']","['Turkey', 'Kontomire Leaves', 'Mushrooms']"
519,"['HAL', 'VER']","['MOD', 'LIG']","['FIT', 'MAI']",2568,17.1,"['Shallots', 'Peanuts', 'Tilapia', 'Wrewre seeds', 'Eggs', 'Saltpere', 'Rice noodles', 'Collard greens']","['Haddock', 'Peppers', 'Vegetable broth']"
520,"['HIGH_PROTEIN', 'VEG', 'VER']","['LIG', 'VER']",['MAI'],2326,16.9,"['Shallots', 'Lobster', 'Crabs', 'Bulgur', 'Garlic', 'Tilapia', 'Celery salt', 'Jalapeños', 'Cilantro', 'Tofu', 'Zucchini', 'Tomatoes']","['dry_salted_fish', 'Mussels', 'Fresh fish', 'Anchovies']"
521,"['HIGH_PROTEIN', 'VEG']","['LIG', 'SED']","['MAI', 'GAI']",3062,29.5,"['Seaweed', 'Carrots', 'Shallots', 'Cheese', 'Periwinkle', 'Chickpeas', 'Noodles', 'Wrewre seeds', 'Peppers']","['Habanero', 'Canola oil', 'Bulgur', 'Eggplant', 'Yellow squash', 'Rice']"
522,['VEG'],"['LIG', 'LIG']","['MUS', 'GAI']",2936,22.1,"['Moringa leaves', 'Mussels', 'Beef', 'Eggs', 'Vegan cheese', 'Cucumbers', 'Cilantro', 'Broth', 'Yams', 'Tilapia', 'Dried cod']","['Rice noodles', 'Turkey', 'Chilli powder']"
523,"['PES', 'LOW_CARB']","['MOD', 'SED']","['GAI', 'MAI']",2075,24.9,"['Collard greens', 'Onions', 'Fresh fish', 'Cayenne pepper', 'Spinach', 'Red palm oil', 'Bacon', 'Chicken liver', 'Periwinkle', 'Noodles', 'Yams', 'Seitan']","['Canola oil', 'Shallots', 'Bell peppers', 'Turmeric']"
524,"['HIGH_PROTEIN', 'LOW_CARB']",['VER'],['MAI'],2796,37.2,"['Zucchini', 'Greek yoghurt', 'Potatoes', 'Dry smoked river fish', 'Chilli powder', 'Hot sauce']","['Wrewre seeds', 'Bulgur', 'Rice noodles', 'Red palm oil']"
525,"['PES', 'VEG', 'VER']","['LIG', 'VER']",['LOS'],2810,51.0,"['Sauce', 'Tempeh', 'Peanuts', 'Crabs', 'Vegetable oil', 'Mutton', 'Celery salt', 'Saltpere', 'Moringa leaves', 'Dry spices', 'Snails', 'Almonds', 'Sausages', 'Saffron', 'Parsley']","['Periwinkle', 'Broth', 'Cream', 'Canola oil', 'Vegetable broth']"
526,"['VEG', 'HIGH_PROTEIN']",['MOD'],"['FIT', 'GAI']",3173,38.1,"['Zucchini', 'Coconut oil', 'Whole wheat pasta', 'Rice noodles', 'Garlic powder', 'Mushroom broth', 'Gboma leaves', 'Broth', 'Tempeh', 'Noodles']","['Smoked fish', 'Dawadawa', 'Smoked mackerel', 'Peanuts', 'Palm oil']"
527,['PES'],"['SED', 'LIG']","['MUS', 'MAI']",1970,29.8,"['Garlic powder', 'Saffron', 'Vegan cheese', 'Saltpere', 'Kuuka powder', 'Black beans', 'Almond milk', 'Bulgur', 'Olive oil', 'dry_salted_fish', 'Palm oil', 'Red palm oil']","['Yogurt', 'Moringa powder', 'Tempeh', 'Kontomire Leaves', 'Dawadawa', 'Potatoes']"
528,"['VEG', 'LOW_CARB', 'PES']",['VER'],"['FIT', 'LOS']",2644,20.7,"['Bell peppers', 'Duck', 'Dawadawa', 'Coconut milk', 'Eggplant', 'Mushrooms', 'Offal', 'Green beans', 'Moringa powder', 'Black beans', 'Sesame seeds', 'Kontomire Leaves', 'Goat meat', 'Ground ginger', 'Dry smoked river fish']","['Dried cod', 'Carrots', 'Garden eggs', 'Seafood', 'Almond milk', 'Smoked fish']"
529,['VER'],"['LIG', 'VER']",['FIT'],3005,29.9,"['Rice noodles', 'Green beans', 'Leeks', 'dry_salted_fish', 'Moringa powder', 'Sesame seeds', 'Cucumbers', 'Almonds', 'Coconut cream', 'Smoked mackerel', 'Quinoa pasta', 'Hot sauce', 'Turmeric', 'Seafood']","['Cilantro', 'Okro', 'Habanero', 'Mackerel', 'Tofu', 'Tempeh', 'Lamb', 'Cod', 'Peanuts']"
530,"['LOW_CARB', 'HAL']","['LIG', 'VER']",['MUS'],1759,18.2,"['Ground ginger', 'Moringa leaves', 'Chili paste', 'Peanuts', 'Gboma leaves']","['Yams', 'Parsley', 'Coconut cream', 'Almond milk', 'Chicken sausage', 'Turkey', 'Sesame seeds', 'Eggs', 'Avocado oil', 'Tomatoes']"
531,"['GLU', 'LOW_CARB']","['LIG', 'VER']",['FIT'],2681,26.3,"['Sausages', 'Coconut cream', 'Bell peppers', 'Quinoa pasta', 'Cheese', 'Turkey bacon', 'Hot sauce', 'Catfish', 'Kuuka powder', 'Swiss chard', 'Garden eggs', 'Broth', 'Garlic powder']","['Crabs', 'Lobster', 'Seaweed', 'Mutton', 'Dry spices', 'Snails', 'Cream', 'Canola oil', 'Chili paste']"
532,"['VER', 'GLU']",['VER'],"['FIT', 'MAI']",2787,12.8,"['Chickpeas', 'Okro', 'Hot sauce', 'Dawadawa', 'Quinoa', 'Chicken sausage', 'Sesame seeds', 'Saltpere', 'Spaghetti']","['Pepper', 'Plantains', 'Cucumbers', 'Bell peppers', 'Goat meat', 'Periwinkle', 'Sweet potatoes']"
533,['VER'],"['LIG', 'VER']",['MAI'],2367,23.9,"['Fresh fish', 'Garlic powder', 'Sesame seeds', 'Sauce', 'Crabs', 'Okro', 'Habanero', 'Ginger', 'Ademe leaves', 'Spaghetti', 'Mackerel', 'Onions', 'Bell peppers', 'Potatoes']","['Green beans', 'Eggs', 'Gboma leaves']"
534,"['GLU', 'PES']","['LIG', 'VER']","['GAI', 'FIT']",3156,47.1,"['Garden eggs', 'Shrimp', 'Zucchini', 'Broth', 'Seitan', 'Yellow squash', 'Jalapeños', 'Turmeric', 'Spaghetti', 'Eggplant', 'Gboma leaves', 'Vegetable oil', 'Chilli powder', 'Parsley']","['Sausages', 'Okro', 'Chicken', 'Sauce', 'Chicken sausage', 'Peas', 'Green beans', 'Almond yoghurt']"
535,"['LOW_CARB', 'VEG']",['SED'],"['MAI', 'FIT']",2372,24.1,"['Potatoes', 'Greek yoghurt', 'Cucumbers', 'Quinoa pasta', 'Snails', 'Pepper', 'Swiss chard', 'Almond yoghurt', 'Quinoa', 'Bacon', 'Peanuts', 'Miso paste', 'Bulgur', 'Lamb']","['Sauce', 'Turkey', 'Carrots', 'Ground ginger', 'Palm oil']"
536,"['PES', 'LOW_CARB']","['LIG', 'VER']",['FIT'],2254,30.7,"['Red palm nut extract', 'Sauce', 'Eggplant', 'Turkey bacon', 'Snails', 'Bananas', 'Bacon', 'Vegan cheese', 'Seitan', 'Chili flakes', 'Whole wheat pasta']","['Mackerel', 'Saffron', 'Canola oil', 'Crabs', 'Rice noodles']"
537,"['GLU', 'HAL', 'PES']",['SED'],"['MAI', 'MUS']",1720,22.1,"['Vegetable broth', 'Duck', 'Garden eggs', 'Fresh fish', 'Cayenne pepper', 'Almonds', 'Spinach', 'Cashew milk', 'Mushrooms', 'Olive oil', 'Smoked mackerel', 'Mussels', 'Mushroom broth', 'Vegetable oil']","['Quinoa', 'Habanero', 'Kuuka powder', 'Black beans']"
538,"['PES', 'GLU']","['VER', 'LIG']","['FIT', 'GAI']",2688,23.4,"['Saffron', 'Olive oil', 'Almond milk', 'Bacon', 'Almonds', 'Tilapia', 'Red palm nut extract', 'Seaweed', 'Palm oil', 'Chickpeas', 'Sauce', 'Eggs', 'Zucchini']","['Garlic powder', 'Gboma leaves', 'Haddock', 'Jalapeños', 'Green scotch bonnet']"
539,"['VEG', 'PES', 'VER']",['LIG'],['MUS'],2433,16.3,"['Tofu', 'Bell peppers', 'Cilantro', 'Cashew milk', 'Yams', 'Chicken sausage', 'Shrimp']","['Smoked mackerel', 'Vegetable broth', 'Yogurt', 'Bananas', 'Mushrooms', 'Snails', 'Gboma leaves', 'Dawadawa']"
540,"['LOW_CARB', 'VEG']",['LIG'],['GAI'],2879,17.9,"['Greek yoghurt', 'Veggie sausage', 'Kontomire Leaves', 'Bananas', 'Gboma leaves', 'Garden eggs', 'Turkey bacon']","['Canola oil', 'Almond yoghurt', 'Turmeric', 'Lobster', 'Seaweed', 'Chili paste']"
541,['VEG'],"['MOD', 'SED']","['FIT', 'MUS']",2867,34.5,"['Banana peppers', 'Spaghetti', 'Beef', 'Tilapia', 'Quinoa', 'Cod']","['Kpakposhito paste', 'Almond milk', 'Mushrooms', 'Turmeric', 'Cream', 'Collard greens', 'Seafood', 'Carrots']"
542,"['HIGH_PROTEIN', 'LOW_CARB', 'PES']",['LIG'],['MUS'],1706,17.6,"['Lentils', 'Crabs', 'Celery salt', 'Kpakposhito paste', 'Mutton', 'Pepper', 'Rice noodles', 'Mushroom broth', 'Koobi', 'Garlic', 'Shrimp', 'Chickpeas', 'Hot sauce', 'Periwinkle', 'Quinoa pasta']","['Coconut milk', 'Jalapeños', 'Greek yoghurt', 'Turkey bacon', 'Peppers']"
543,"['VEG', 'GLU']",['MOD'],['GAI'],2263,43.3,"['Sweet potatoes', 'Cashews', 'Smoked fish', 'Koobi', 'Jalapeños', 'Anchovies', 'Cream', 'Collard greens', 'Moringa leaves', 'Okro', 'Coconut oil', 'Olive oil']","['Garlic', 'Swiss chard', 'Gravy', 'Bananas', 'Red palm nut extract', 'Parsley', 'Lobster']"
544,['LOW_CARB'],['MOD'],['LOS'],2518,19.4,"['Mushroom broth', 'Ademe leaves', 'Avocado oil', 'Almonds', 'Beef', 'Tomatoes', 'Cheese', 'Catfish', 'Chili paste', 'Sesame seeds', 'Greek yoghurt', 'Palm oil']","['Dawadawa', 'Whole wheat pasta', 'Peanuts', 'Chicken liver', 'Swiss chard']"
545,['PES'],"['VER', 'MOD']","['MAI', 'GAI']",3743,41.8,"['Eggplant', 'Coconut milk', 'Bulgur', 'Miso paste', 'Bell peppers', 'Cayenne pepper', 'Moringa leaves', 'Vegan cheese', 'Cheese', 'Dry spices', 'Cashew milk']","['Pepper', 'Ginger', 'Wrewre seeds', 'dry_salted_fish', 'Offal', 'Plantains', 'Vegetable oil']"
546,"['PES', 'VER']",['VER'],['LOS'],2820,50.7,"['Bacon', 'Habanero', 'Momoni', 'Lobster', 'Cashew milk', 'Whole wheat pasta', 'Seitan', 'Smoked mackerel', 'Vegetable oil', 'Quinoa', 'Potatoes']","['Yogurt', 'Crabs', 'Palm oil', 'Chili paste']"
547,['VEG'],"['VER', 'SED']","['LOS', 'GAI']",1434,19.4,"['Sesame seeds', 'Red palm oil', 'Broth', 'Potatoes', 'Bananas', 'Seafood', 'dry_salted_fish']","['Swiss chard', 'Almond yoghurt', 'Shrimp', 'Chicken liver', 'Moringa powder', 'Chicken sausage']"
548,"['VER', 'HIGH_PROTEIN', 'GLU']","['LIG', 'SED']",['LOS'],2787,36.6,"['Yams', 'Chili paste', 'Clams', 'Mussels', 'Cucumbers', 'Shrimp', 'Ademe leaves', 'Olive oil', 'Kontomire Leaves', 'Veggie sausage', 'Bulgur', 'Beef', 'Moringa powder', 'Seitan', 'Cod']","['Onions', 'Palm oil', 'Green beans', 'Dawadawa', 'Wrewre seeds', 'Kpakposhito paste', 'Chilli powder', 'Chicken', 'Green scotch bonnet', 'Peas']"
549,"['LOW_CARB', 'VEG', 'HIGH_PROTEIN']","['LIG', 'LIG']",['FIT'],1675,22.0,"['Kale', 'Zucchini', 'Tempeh', 'Banana peppers', 'Olive oil', 'Vegan cheese', 'Almond milk', 'Swiss chard', 'Eggs', 'Fresh fish', 'Veggie sausage', 'Almond yoghurt', 'Okro', 'Sauce', 'Quinoa']","['Yellow squash', 'Lobster', 'Dry spices', 'Kpakposhito paste', 'Turmeric', 'Cheese', 'Habanero', 'Cilantro', 'Avocado oil', 'Momoni']"
550,['VER'],['MOD'],['MUS'],2532,32.0,"['Chicken sausage', 'Lentils', 'Quinoa', 'Red palm nut extract', 'Garlic', 'Beef', 'Coconut milk', 'Wrewre seeds', 'Shrimp', 'Vegetable oil', 'Black beans', 'Palm oil', 'Mussels', 'Kontomire Leaves', 'Koobi']","['Ginger', 'Spinach', 'Dry smoked river fish', 'Saltpere', 'Cayenne pepper']"
551,"['GLU', 'HIGH_PROTEIN', 'VER']",['SED'],"['GAI', 'LOS']",3620,28.9,"['Momoni', 'Almonds', 'Cheese', 'Peppers', 'Chicken sausage', 'Tilapia', 'Cayenne pepper', 'Pasta']","['Rice noodles', 'Garlic', 'Haddock', 'Garlic powder', 'Almond milk']"
552,['PES'],"['VER', 'SED']",['MAI'],3277,37.2,"['Spaghetti', 'Quinoa', 'Carrots', 'Seitan', 'Veggie sausage', 'Tomatoes', 'Coconut cream', 'Ademe leaves', 'Kontomire Leaves', 'Shrimp', 'Banana peppers', 'Sauce', 'Almond milk']","['Crabs', 'Yams', 'Okro']"
553,['GLU'],['VER'],['MAI'],1625,13.7,"['Chickpeas', 'Rice', 'Saltpere', 'Cilantro', 'Mutton', 'Vegetable broth', 'Duck', 'Avocado oil', 'Eggplant', 'Turkey bacon', 'Kuuka powder', 'Goat meat', 'Anchovies', 'Bananas', 'Bell peppers']","['Spinach', 'Leeks', 'Seaweed', 'Potatoes', 'Celery salt', 'Mackerel']"
554,['VER'],['SED'],"['MAI', 'MUS']",2312,26.0,"['Onions', 'Avocado oil', 'Rice noodles', 'Smoked mackerel', 'Seafood', 'Dry spices', 'Koobi', 'Leeks', 'Black beans', 'Bacon', 'Plantains', 'Yellow squash']","['Cream', 'Ginger', 'Cashew milk', 'Coconut oil', 'Cheese', 'Broth', 'Ademe leaves']"
555,"['LOW_CARB', 'VEG']","['LIG', 'SED']",['GAI'],3033,34.5,"['Gravy', 'Red palm oil', 'Peas', 'Dry smoked river fish', 'Coconut oil', 'Yams', 'Haddock', 'Turkey bacon', 'Whole wheat pasta', 'Almond milk', 'Saffron', 'Eggs', 'Noodles']","['Coconut milk', 'Canola oil', 'Red palm nut extract', 'Eggplant', 'Leeks', 'Green beans']"
556,"['GLU', 'HAL', 'VER']","['SED', 'LIG']",['MUS'],2053,12.1,"['Mackerel', 'Veggie sausage', 'Mussels', 'Palm oil', 'dry_salted_fish', 'Potatoes', 'Green scotch bonnet', 'Periwinkle', 'Beef', 'Eggs']","['Parsley', 'Avocado oil', 'Almond milk', 'Almond yoghurt', 'Vegetable oil', 'Red palm nut extract', 'Sausages']"
557,['VER'],"['VER', 'MOD']",['GAI'],2924,34.8,"['Tempeh', 'Rice noodles', 'Lobster', 'Yams', 'Seitan', 'Pepper', 'Red palm nut extract', 'Tilapia', 'Fresh fish', 'dry_salted_fish', 'Chicken sausage', 'Kale', 'Dry spices']","['Beef', 'Almonds', 'Green beans', 'Eggs']"
558,['HIGH_PROTEIN'],"['LIG', 'LIG']",['LOS'],2678,41.0,"['Gboma leaves', 'Mussels', 'Tofu', 'Seaweed', 'Cilantro', 'Whole wheat pasta', 'Plantains', 'Yams', 'Greek yoghurt', 'Banana peppers', 'Carrots', 'Seafood', 'Wrewre seeds', 'Peanuts']","['Momoni', 'Almond milk', 'Potatoes', 'Rice noodles', 'Tempeh', 'Kontomire Leaves', 'Cashews', 'Quinoa pasta']"
559,"['HIGH_PROTEIN', 'HAL', 'LOW_CARB']",['SED'],['MUS'],2160,30.4,"['Clams', 'Yams', 'Snails', 'Mushrooms', 'Smoked fish', 'Green beans', 'Wrewre seeds', 'Bacon', 'Tilapia', 'Eggs', 'Zucchini', 'Veggie sausage', 'Coconut milk', 'Chicken', 'Ground ginger']","['Tofu', 'Peppers', 'Carrots', 'Broth', 'Ademe leaves', 'Collard greens']"
560,['GLU'],"['LIG', 'LIG']","['GAI', 'MAI']",2423,28.9,"['Seafood', 'Chicken', 'Almond milk', 'Okro', 'Cream', 'Miso paste', 'Cashews', 'Bulgur', 'Kuuka powder', 'Sauce', 'Ground ginger']","['Sesame seeds', 'Yogurt', 'Quinoa']"
561,"['HIGH_PROTEIN', 'HAL']",['LIG'],['MAI'],2259,27.1,"['Coconut oil', 'Cream', 'Peppers', 'Periwinkle', 'Dry smoked river fish', 'Turmeric']","['Palm oil', 'Smoked fish', 'Collard greens', 'Yogurt', 'Carrots', 'Tempeh', 'Saffron']"
562,['HAL'],['LIG'],"['MUS', 'MAI']",2679,35.9,"['Potatoes', 'Saffron', 'Beef', 'Momoni', 'Lamb', 'Almonds', 'Hot sauce', 'Rice noodles', 'Jalapeños']","['Carrots', 'Coconut milk', 'Cayenne pepper', 'Moringa leaves', 'Veggie sausage', 'Dry smoked river fish', 'Chili paste']"
563,['PES'],['LIG'],"['MAI', 'LOS']",2269,36.8,"['Almond milk', 'Beef', 'Cilantro', 'Smoked fish', 'Seaweed', 'Vegetable broth', 'Rice']","['Potatoes', 'Cayenne pepper', 'Cashew milk', 'Kpakposhito paste', 'Mushrooms', 'Parsley', 'Peanuts', 'Eggs']"
564,['VER'],"['SED', 'LIG']","['GAI', 'MUS']",2245,27.9,"['Spaghetti', 'Leeks', 'Periwinkle', 'Zucchini', 'Yams', 'Goat meat', 'Chicken', 'Haddock', 'Moringa leaves', 'Peppers', 'Chicken liver', 'Mussels', 'Mushroom broth', 'Ginger']","['Okro', 'Almond yoghurt', 'Olive oil', 'Chickpeas']"
565,"['HIGH_PROTEIN', 'VEG', 'VER']","['VER', 'LIG']",['MUS'],3171,23.8,"['Carrots', 'Chicken liver', 'Cilantro', 'Mushroom broth', 'Cucumbers', 'Bacon', 'Wrewre seeds', 'Cashew milk', 'Moringa leaves', 'Habanero', 'Chili paste', 'Veggie sausage', 'Garden eggs', 'Kpakposhito paste']","['Goat meat', 'Seafood', 'Almond yoghurt', 'Vegetable broth', 'Greek yoghurt', 'Garlic', 'Lobster', 'Cod', 'Yams', 'Coconut cream']"
566,['HIGH_PROTEIN'],['SED'],"['LOS', 'FIT']",2249,22.7,"['Banana peppers', 'Kontomire Leaves', 'Chili paste', 'Goat meat', 'Moringa leaves', 'Gravy', 'Habanero', 'Onions', 'Pepper', 'Peppers', 'Sesame seeds', 'Dawadawa', 'Chili flakes', 'Bacon', 'Parsley']","['Haddock', 'Red palm oil', 'Bananas', 'Yogurt', 'Dry smoked river fish']"
567,"['LOW_CARB', 'HIGH_PROTEIN', 'VER']","['VER', 'SED']",['MUS'],2905,32.5,"['Wrewre seeds', 'Ground ginger', 'Garden eggs', 'Avocado oil', 'Noodles']","['Chilli powder', 'Cod', 'Yogurt', 'Miso paste', 'Pepper', 'Veggie sausage', 'Cilantro', 'Carrots']"
568,"['GLU', 'VER', 'LOW_CARB']","['MOD', 'LIG']","['MUS', 'LOS']",2368,49.0,"['Almonds', 'Smoked fish', 'Moringa powder', 'Potatoes', 'Celery salt', 'Chicken liver', 'Gravy', 'Hot sauce', 'Jalapeños', 'Carrots', 'Collard greens', 'Peanuts', 'Shallots', 'Greek yoghurt']","['Tofu', 'Mutton', 'Crabs', 'Okro', 'Goat meat', 'Saffron', 'Anchovies', 'Tomatoes', 'Quinoa pasta', 'Peppers']"
569,['PES'],['VER'],['GAI'],2230,13.3,"['Jalapeños', 'Rice noodles', 'Mutton', 'Garden eggs', 'Goat meat', 'Smoked mackerel']","['Coconut oil', 'Spinach', 'Cucumbers', 'Gravy', 'Garlic powder', 'Mushroom broth', 'Almond milk']"
570,"['VEG', 'GLU']","['VER', 'LIG']","['LOS', 'MAI']",3594,46.9,"['Mushrooms', 'Catfish', 'Smoked fish', 'Garlic', 'Koobi', 'Fresh fish', 'Collard greens', 'Red palm oil', 'Bacon', 'Pasta', 'Garlic powder', 'Gboma leaves', 'Okro', 'Chicken liver', 'Peas']","['Avocado oil', 'Garden eggs', 'Turmeric', 'Dry smoked river fish', 'Moringa leaves', 'Tofu', 'Momoni']"
571,['VER'],"['LIG', 'LIG']","['FIT', 'LOS']",3124,22.1,"['Jalapeños', 'Cheese', 'Peanuts', 'Shallots', 'Spaghetti', 'Seitan', 'Chili paste', 'Palm oil']","['Cucumbers', 'Chili flakes', 'Leeks', 'Garden eggs']"
572,"['PES', 'GLU', 'VER']",['MOD'],['LOS'],2650,33.8,"['Chili flakes', 'Ground ginger', 'Cashew milk', 'Dry smoked river fish', 'Parsley', 'Coconut milk', 'Mussels', 'Turkey bacon', 'Wrewre seeds', 'Sauce', 'Snails', 'Ginger']","['Moringa powder', 'Catfish', 'Pepper', 'Greek yoghurt', 'Chilli powder', 'Carrots', 'Pasta', 'Bananas', 'Ademe leaves']"
573,"['VER', 'GLU']",['VER'],"['GAI', 'LOS']",3131,23.2,"['Ground ginger', 'Sesame seeds', 'Chili flakes', 'Eggplant', 'Cashew milk', 'Smoked fish', 'Banana peppers', 'Black beans', 'Coconut milk', 'Dried cod', 'Clams', 'Parsley', 'Habanero', 'Koobi', 'Tofu']","['Pasta', 'Rice', 'Snails', 'Chicken', 'Chili paste']"
574,"['LOW_CARB', 'HIGH_PROTEIN']","['LIG', 'MOD']","['FIT', 'MAI']",2280,13.0,"['Vegetable broth', 'Coconut oil', 'Gravy', 'Saltpere', 'Garlic powder', 'Duck', 'Mussels', 'Snails', 'Periwinkle', 'Celery salt']","['Anchovies', 'Chicken sausage', 'Sauce', 'Haddock', 'Plantains', 'Parsley', 'Sweet potatoes', 'Kale']"
575,['HAL'],"['VER', 'SED']",['LOS'],3033,29.3,"['Whole wheat pasta', 'Kontomire Leaves', 'Almonds', 'Vegan cheese', 'Black beans', 'Coconut cream', 'Ground ginger', 'Momoni', 'Chicken', 'Eggplant', 'Turkey', 'Cilantro', 'Rice']","['Turkey bacon', 'Offal', 'Cream']"
576,"['PES', 'VER', 'VEG']","['MOD', 'VER']",['GAI'],2238,22.1,"['Jalapeños', 'Almond milk', 'Chili flakes', 'Olive oil', 'Kpakposhito paste', 'Cashew milk', 'Onions', 'Black beans']","['Banana peppers', 'Swiss chard', 'Gboma leaves', 'Okro', 'Moringa powder', 'Turkey bacon', 'Carrots', 'Sweet potatoes', 'Cod', 'Rice noodles']"
577,"['LOW_CARB', 'VER', 'HAL']",['MOD'],['MUS'],1778,17.4,"['Quinoa pasta', 'Black beans', 'Seafood', 'Vegan cheese', 'Momoni']","['Noodles', 'Snails', 'Yogurt']"
578,['VEG'],"['LIG', 'MOD']",['GAI'],2373,23.5,"['Eggplant', 'Goat meat', 'Pasta', 'Almonds', 'Bacon']","['Broth', 'Rice noodles', 'Habanero', 'Peas', 'Coconut milk', 'Moringa powder', 'Peppers', 'Cashew milk', 'Garden eggs', 'Vegan cheese']"
579,['GLU'],['MOD'],['GAI'],2199,15.6,"['Carrots', 'Saffron', 'Kuuka powder', 'Seaweed', 'Gboma leaves']","['Periwinkle', 'Potatoes', 'Yogurt', 'Ginger', 'Koobi', 'Pasta', 'Smoked mackerel', 'Celery salt', 'Chili paste']"
580,"['VEG', 'HAL']","['VER', 'LIG']",['GAI'],2450,16.5,"['Moringa leaves', 'Saltpere', 'Bell peppers', 'Coconut oil', 'Eggs', 'Almonds', 'Yams', 'Saffron', 'Hot sauce', 'Onions', 'Dried cod', 'Lamb']","['Cashew milk', 'Cream', 'Chicken', 'Ginger', 'Tomatoes', 'Seafood']"
581,"['PES', 'LOW_CARB']","['SED', 'LIG']",['FIT'],2457,31.4,"['Chicken liver', 'Zucchini', 'Sesame seeds', 'Coconut cream', 'Moringa powder', 'Kpakposhito paste', 'Seaweed', 'Quinoa', 'Dawadawa', 'Tempeh', 'Okro', 'Seitan', 'Gboma leaves']","['dry_salted_fish', 'Green scotch bonnet', 'Almonds', 'Whole wheat pasta', 'Banana peppers', 'Dry spices', 'Yellow squash', 'Almond yoghurt', 'Cheese', 'Ademe leaves']"
582,['HAL'],"['MOD', 'LIG']","['GAI', 'MAI']",2391,13.1,"['Coconut cream', 'Chicken', 'Goat meat', 'Smoked mackerel', 'Sweet potatoes', 'Bulgur']","['Shallots', 'Kale', 'Noodles', 'Shrimp', 'Black beans', 'Seafood', 'Crabs']"
