recipe_id,name,ingredients,cuisine,recipe_info,vegan,vegetarian,gluten_free,pescatarian,halal,meal_type,dish_type,tags,nutrition_info_id,calories,protein,carbs,fat,fiber
fBgtIYSx,Ekuegbemi (Cornmeal Porridge),"['corn dough','salt','water']",['ghanaian'],Ekuegbemi is also known as grits.,TRUE,TRUE,TRUE,TRUE,TRUE,['breakfast'],['main'],['moderate-carbs'],Yuq9h988,200,3,40,2,0
f0ZBBHR5,Tom Brown,"['cornmeal','salt','water']",['ghanaian'],Tom Brown is a brown cornmeal porridge,TRUE,TRUE,TRUE,TRUE,TRUE,['breakfast'],['main'],['moderate-carbs'],5cEbfMRl,220,5,45,3,0
ZKLCW3Ox,Koko/Akasa,"['cornmeal','salt','water']",['ghanaian'],Koko is corn dough porridge,TRUE,TRUE,TRUE,TRUE,TRUE,['breakfast'],['main'],['moderate-carbs'],dtzXC3iQ,200,4,40,2,0
PkMRs4I3,Jungle Fruit Salad,"['oranges','bananas','mangoes','sugar','oranges','pawpaw','pineapple','apple','grapes']","['ghanaian','nigerian','european','middle eastern']",A fruity salad,TRUE,TRUE,TRUE,TRUE,TRUE,"['snack','dinner']",['dessert'],['balanced'],49sL9WYN,150,2,35,0,0
QGCvlFal,Tropical Fruit Canoe,"['pawpaw','oranges','banana','pineapple','cocktail cherries']","['ghanaian','nigerian','european','middle eastern']",A fruity salad,TRUE,TRUE,TRUE,TRUE,TRUE,"['snack','dinner']",['dessert'],['balanced'],c3MBdFCU,200,2,45,1,0
tko8hLMI,Pineapple Boat,"['pineapple','bananas','oranges','liquer','pawpaw','water','sugar']","['ghanaian','nigerian','european','middle eastern']",A fruity salad,TRUE,TRUE,TRUE,TRUE,TRUE,"['snack','dinner']",['dessert'],['balanced'],yn9cOIDq,250,2,50,2,0
xJ2hSHQu,Crusty Flaming Banana,"['bananas','brown sugar','cinnamon','rum','nutmeg','lime','water']","['ghanaian','european']",Best eaten hot,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],thPMtAQk,300,2,65,2,0
fmxmkH9l,Coconut Cream Dessert,"['coconut water','evaporated milk','vanilla essence','gelatin']","['ghanaian','european']",A dessert delicacy,FALSE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],DvSJtE62,220,6,25,10,0
DMP6vUli,Tigernut Cream,"['tigernuts','water','rice','sugar','vanilla','salt']",['ghanaian'],A popular dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],oHPrEDR1,350,5,50,10,0
YhxKG885,Tigernut Mould,"['tigernuts','water','rice','sugar','vanilla']",['ghanaian'],A popular dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],xKp669Cy,340,5,50,8,0
LZOAZi3d,Olor,"['plantain','salt','pepper','corndough']",['ghanaian'],Olor is plantain and corn dough porridge,TRUE,TRUE,TRUE,TRUE,TRUE,"['breakfast','snack']","['carb','main']",['moderate-carbs'],MfxtGghh,250,4,50,5,0
VHu5rWVb,Ablongo,"['plantains','cornmeal','palm oil','water','red peppers','onions','ginger','salt']",['ghanaian'],Plantain and cornmeal loaf,TRUE,TRUE,FALSE,TRUE,TRUE,['snack'],"['carb','dessert']",['moderate-carbs'],Jn27SPAC,300,4,45,10,0
d5DGyYyU,Ashanku Plantain loaf,"['plantains','ginger','salt','pepper','cloves','plantain flour']",['ghanaian'],A delicacy served with stew or as a snack,TRUE,TRUE,FALSE,TRUE,TRUE,"['snack','lunch']","['carb','side']",['moderate-carbs'],x0TAd9c9,320,5,50,8,0
87OxTibs,Chicken and Cornmeal Dumpling,"['chicken','onions','tomatoes','basil','red pepper','salt','cornmeal','water']",['ghanaian'],This is also called Fotoli,FALSE,FALSE,FALSE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],1xHJEj0O,400,25,30,15,0
Ny6cfPb3,Stuffed Sweet Potato,"['sweet potatoes','smoked fish','tomatoes','onions','salt','water','basil']",['ghanaian'],This is a whole meal,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],r4wY3wJ9,350,15,50,10,0
mSllwWgW,Stuffed Sweet Potato,"['sweet potatoes','meat','tomatoes','onions','salt','water','basil']",['ghanaian'],This is a whole meal,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],9FLksbDi,400,20,50,12,0
RlaI4okA,Stuffed Sweet Potato,"['sweet potatoes','tofu','tomatoes','onions','salt','water','basil']",['ghanaian'],This is a whole meal,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],vYSe7Xcl,350,15,50,10,0
6w1Ze2xV,Akple,"['ablemamu','palm nut soup','water','beans','dry herrings','salt','pepper']",['ghanaian'],A delicacy,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],v92hprMF,450,20,40,20,0
GCjCdmzF,Banana Chutney,"['bananas','tomatoes','onions','red peppers','raisins','sugar','vinegar','salt']","['ghanaian','nigerian']",A sauce,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],YSZFy9j3,250,2,60,1,0
JT11PLkz,Mango Chutney,"['mangoes','mixed dry fruit','onion','ginger','red peppers','vinegar','brown sugar','salt']","['ghanaian','nigerian']",A sauce,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],YxUkLSaT,300,3,70,1,0
NLgUSWoV,Nkatie Ekuegbemi,"['cornmeal','salt','water','groundnut paste']",['ghanaian'],Nkatie Ekuegbemi is cornmeal and groundnut porridge,TRUE,TRUE,TRUE,TRUE,TRUE,['breakfast'],['main'],['moderate-carbs'],Nh2Wq7SM,350,10,45,15,0
EsXbC5ko,Agidi/Teo,"['corn dough','salt','water']",['ghanaian'],Agidi is corn dough dumpling,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']","['carb','side']",['moderate-carbs'],P1CYhvfR,200,3,40,1,0
gIAiClM6,Aboloo,"['corn dough','flour','water','sweet potato','salt','sugar']",['ghanaian'],Aboloo is popualr staple,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']","['carb','side']",['moderate-carbs'],TObcETTg,320,6,55,5,0
L6QZQreZ,Coconut Rice,"['rice','coconut water','salt']","['ghanaian','european','nigerian']",Cococnut rice can be used with any stew or soup,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']","['carb','side']",['moderate-carbs'],tYgPQKFu,250,4,50,5,0
xZuUUee7,Cassava Puffs,"['cassava','egg','shallots','milk','salt','white pepper','butter']",['ghanaian'],Cassave puffs can be served with any protein,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['carb','side']",['moderate-carbs'],jQeV5XEy,400,10,30,20,0
Ik7NQK5u,Coconut Crunch,"['coconut','granulated sugar','ginger','water']",['ghanaian'],A sweet dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],nw0I7OwE,230,2.5,30,8,0
z2Z1ku0f,Duade Kpotomkpoto,"['cassava','onion','shrimps','oil','watetr','salt','red pepper']",['ghanaian'],This is also cassava hot pot,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],ZMGnLZk9,350,12,35,15,0
bYvULLmh,Eba,"['garri','salt','boiling water']","['ghanaian','nigerian']",Eba is a popular staple that is basically gari in hot water,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']","['carb','side']",['moderate-carbs'],plmfM8BN,300,3,60,2,0
xRoDUN1y,Yam Cakes,"['yam','salt','egg','flour','shallots','pepper']",['ghanaian'],Yam cakes can be served hot with any protein dish,FALSE,FALSE,FALSE,FALSE,TRUE,"['lunch','dinner']","['carb','side']",['moderate-carbs'],FcWnN9M6,350,8,45,10,0
zn4G69O2,Ebeomo,['plantains'],['ghanaian'],Ebeomo is ripe plantain that is baked in its skin,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']","['carb','side']",['moderate-carbs'],p7whlaRj,180,1,40,0,0
5gXSVVwy,Charcoal Grilled Plantains,['plantains'],['ghanaian'],This is a popualr street food in Ghana.,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],"['carb','side']",['moderate-carbs'],rgOCZYAO,180,1,40,0,0
xmhlbhf1,Green Plantain crisps,"['plantains','salts']",['ghanaian'],This is also popular street snack,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],"['carb','side']",['moderate-carbs'],PUbQOkaM,200,1,48,2,0
9vLupaep,Sour Sop Cream,"['sour sop','milk','sugar','cornflour','vanilla']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],DhTNap1c,220,4.5,45,3,0
vBJ6fQSh,Sour Sop Mould,"['sour sop','milk','sugar','gelatin','vanilla','water']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],f5O1XBhh,200,4,40,2.5,0
rx6u8hLR,Mango Whip,"['mangoes','sugar','evaporated milk','vanilla essence']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],QVY1Ayje,180,3,35,2.5,0
Apr2pkBN,Mango Cream,"['mangoes','evaporated milk','sugar','milk','custard powder','vanilla']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],bDEaTGV5,250,5,40,6,0
ii4YX7CB,Mango Ice Cream,"['mango puree','lime','sugar','evaporated milk','gelatin','water','eggs','vanilla essence','chocolate chips']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,FALSE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],KFwtukWC,300,7,50,8,0
j1Eh5T1D,Mango Mousse,"['mangoes','sugar','evaporated milk','vanilla essence','gelatin','water']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],ADVC4P3Y,220,4.5,40,3.5,0
P0KPwedU,Banana Ice Cream,"['creamed bananas','lime','sugar','evaporated milk','gelatin','water','eggs','vanilla essence','chocolate chips']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,FALSE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],3PsG0HiW,310,7,55,8,0
3cN26Gl8,Banana Bread,"['mashed bananas','sugar','evaporated milk','vanilla essence','lemon']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,TRUE,FALSE,TRUE,TRUE,['snack'],['dessert'],['balanced'],JQfjMXog,250,5,45,5,0
glP6lvyn,Banana Pancake,"['bananas','flour','sugar','salt','nutmeg','milk','oil']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,TRUE,FALSE,TRUE,TRUE,['snack'],['dessert'],['balanced'],kshzxu0g,220,6,40,6,0
UrsE1si4,Banana Bread,"['bananas','flour','sugar','eggs','margarine','milk','vanilla','salt','nutmeg','cinnamon','baking soda','cream of tartar','baking powder']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,FALSE,FALSE,TRUE,TRUE,['snack'],['dessert'],['balanced'],PuMmQMfy,300,6,50,10,0
xB25JzOP,Orange Delight,"['oranges','evaporated milk','eater','sugar','eggs','gelatin','cinnamon','lemon peel']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,FALSE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],2aevXk3R,210,5,35,3,0
txix6zsH,Lime Foam,"['lime','sugar','gelatin','water','egg whites']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,FALSE,FALSE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],L0pgVULI,120,3,25,0.5,0
ZCFJiafg,Orange and Tangerine Jelly,"['oranges','tangerines','lime','sugar']","['ghanaian','european','middle eastern','canadian','american']",A sweet dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],8SYilosL,150,2,35,0,0
fz9NnQy4,Coconut Biscuits,"['grated coconut','flour','margarine','sugar','egg','baking soda','cream of tartar','nutmeg','salt','milk']",['ghanaian'],A sweet dessert,FALSE,FALSE,FALSE,TRUE,TRUE,['snack'],['dessert'],['balanced'],u5HFkqNj,320,5,40,15,0
XigwXkMz,Candied Coconut,"['coconut','ginger','suagr','water']",['ghanaian'],A sweet dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],re8oE3oi,250,2,40,8,0
tCBWnLnR,Coconut Moments,"['grated coconut','sugar','water','ginger']",['ghanaian'],A sweet dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],zRDJPKNm,240,2.5,35,7,0
UxXQhhL0,Coconut Buns,"['flour','margarine','sugar','coconut','milk','eggs','baking powder','salt','vanilla']",['ghanaian'],A sweet dessert,FALSE,FALSE,FALSE,TRUE,TRUE,['snack'],['dessert'],['balanced'],V1TyrbQP,300,7,45,10,0
6zr4SXZH,Sugared Coconut,"['coconut','sugar','water','ginger']",['ghanaian'],A sweet dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['dessert'],['balanced'],OF0iXEvh,220,2,40,7,0
besq7cUt,Lemonade,"['lemons','granulated sugar','sugar','water']","['american','european','middle eastern','ghanaian']",A sweet dessert,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['drink'],['balanced'],FViMLDUq,100,0.5,25,0,0
NQVlEWMI,Dipped Banana Fritters,"['banana','flour','sugar','egg','salt','milk','nutmeg','vanilla','lime','oil']",['ghanaian'],A sweet dessert,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']",['dessert'],['balanced'],jrw9028v,280,5,40,12,0
uAm4SXC7,Crepes,"['flour','milk','sugar','egg','oil','salt','cinnamon','nutmeg','lemon']","['ghanaian','european','american']",A sweet dessert,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']",['dessert'],['balanced'],uXrp9ZM3,250,6,35,8,0
1ItK4n7Q,Ghanaian Salad,"['lettuce','cucumber','green peppers','onions','tomatoes','salt','pepper','mayonnaise','baked beans','peas','boiled eggs','tuna','salad oil','vinegar']",['ghanaian'],A popular salad style,FALSE,FALSE,TRUE,TRUE,TRUE,"['breakfast','lunch']",['salad'],['balanced'],ywnIwjct,350,15,20,25,0
JruZvXbe,Avocado Salad,"['avocados','cucumber','tomatoes','salad dressing','salt','pepper']","['ghanaian','european']",A popular salad,TRUE,TRUE,TRUE,TRUE,TRUE,"['breakfast','lunch']",['salad'],['balanced'],YfXnZJ1Z,300,5,15,28,0
e3uX3uBG,Stuffed Avocado,"['avocados','fish','rice','cucumber','grapefruit','salt','pepper','salad cream']",['ghanaian'],A popular salad,FALSE,FALSE,TRUE,TRUE,TRUE,"['breakfast','lunch']",['salad'],['balanced'],K7cGgYfx,400,20,35,25,0
zf8cqt8v,Greek Style Garden-Eggs,"['aubergines-egg plant','minced meat','onion','rice','onion','clove garlic','maggi sauce','meat stock','hard cheese','salad oil','red pepper','egg','sherry','flour']",['ghanaian'],A popular salad,FALSE,FALSE,FALSE,FALSE,TRUE,"['breakfast','lunch']",['salad'],['balanced'],Nuv15bPC,450,25,30,20,0
Os0lTu8L,Stuffed Avocado,"['avocados','beef','rice','cucumber','grapefruit','salt','pepper','salad cream']",['ghanaian'],A popular salad,FALSE,FALSE,TRUE,FALSE,TRUE,"['breakfast','lunch']",['salad'],['balanced'],2QEmAzRD,420,30,35,25,0
abYU9Xu3,Stuffed Avocado,"['avocados','tofu','rice','cucumber','grapefruit','salt','pepper','salad cream']",['ghanaian'],A popular salad,TRUE,TRUE,TRUE,TRUE,TRUE,"['breakfast','lunch']",['salad'],['balanced'],izRXihSb,400,20,35,20,0
vzT5l8x4,Indian Curry,"['chicken','tomatoes','onions','green mango','grated coconut','coconut water','basil','flour','oil','water','garlic','curry powder','mustard','black pepper','white pepper','green pepper']",['indian'],A popular infian sauce,FALSE,FALSE,FALSE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],6ywEj1SQ,500,30,40,25,0
v0qqGlxh,Shrimp Fried Rice,"['rice','shrimp','shallots','green peppers','margarine','egg','salt','pepper','soya sauce']","['european','japanese','korean','ghanaian']",A popular rice dish,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['main'],['balanced'],ywC2YgFW,450,20,50,15,0
a5xGQmvV,Beef Fried Rice,"['rice','beef','shallots','green peppers','margarine','egg','salt','pepper','soya sauce']","['european','japanese','korean','ghanaian']",A popular rice dish,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['main'],['balanced'],csUb5JVz,500,25,50,20,0
5BCEt8l1,Chinese Beef and Peppers,"['green peppers','beef','black pepper','cornflour','soya sauce','oil','water']",['chinese'],A popular Chinese delicacy in Ghana,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['main','protein']",['balanced'],5Y17FdZg,350,20,15,20,0
DnQUf3tR,South Sea Island Sweet and Sour Pork,"['green peppers','beef','black pepper','cornflour','soya sauce','oil','water']",['chinese'],A popular Chinese delicacy in Ghana,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['main','protein']",['balanced'],34wl1141,500,25,45,20,0
DpCbKAKx,Chicken Fried Rice,"['rice','chicken','shallots','green peppers','margarine','egg','salt','pepper','soya sauce']","['european','japanese','korean','ghanaian']",A popualr delicacy,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['main'],['balanced'],ov4T9Cby,450,25,50,15,0
mIXky2B9,Assorted Fried Rice,"['rice','beef','chicken','shallots','green peppers','margarine','egg','salt','pepper','soya sauce']","['european','japanese','korean','ghanaian']","A mix of beef, chicken",FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['main'],['balanced'],KYgCogNF,500,30,50,20,0
AcuRjWBF,Tofu Fried Rice,"['rice','tofu','shallots','green peppers','margarine','egg','salt','pepper','soya sauce']","['european','japanese','korean','ghanaian']",A vegan fried rice,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['main'],['balanced'],JZxud2Az,400,20,50,15,0
OXklnxph,Coleslaw,"['white cabbage','carrots','lettuce','black pepper','French dressing','skimmed milk','water','salt']","['ghanaian','american']",American salad,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']","['side','salad']",['balanced'],0gZX8tex,250,5,15,20,0
dGGtVJPI,English Salad,"['lettuce','tomatoes','cucumber','spring onions','green pepper','radishes','boiled eggs','salt','pepper','vinaigrette']",['british'],British salad,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']","['side','salad']",['balanced'],TNWjZFG6,200,10,10,15,0
qKWZDro1,French Salad,"['tomatoes','salad oil','vinegar','lemons','salt','pepper','garlic']",['european'],French salad,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']","['side','salad']",['balanced'],lswM1wLF,150,2,10,12,0
X5N2zcFc,Russian Salad,"['rice','green peppers','chilli','salad cream','carrots','stewed beans','flaked fish','black pepper','salt']",['european'],Russian Salad,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']","['side','salad']",['balanced'],cRrGBmVC,300,15,40,10,0
JsmsDlzF,Ginger Bread,"['flour','brown sugar','margarine','molasses','syrup','baking soda','cream of tartar','eggs','ginger','cinnamon','nuts','milk']","['american','british','ghanaian']",A popualr cake,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],c8gBxHM5,350,6,55,12,0
xwkjyQla,Pineapple Cake,"['flour','sugar','margarine','eggs','salt','baking powder','vanilla','pineapple juice','pineapple','water']","['american','british','ghanaian']",A popualr cake,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],4JQnRirV,400,6,60,12,0
NUZPjjGX,Pawpaw and Coconut Pie,"['pawpaw','coconut','sugar','lime','margarine','flour','salt','water']","['american','british','ghanaian']",A sweet pie,FALSE,TRUE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],c7aNvPh2,300,4,40,15,0
JKQqna6n,Groudnut Loaf,"['flour','groundnut butter','margarine','sugar','cinnamon','egg','milk','bicarbonate of soda','cream of tartar','vanilla','salt']","['american','british','ghanaian']",A sweet loaf,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],ZN9EeCbY,450,10,30,30,0
qZ4ppN69,Spiced Groudnut Nibble,"['groundnut paste','brown cornmeal','sugar','ginger','nutmeg','cinnamon','cayenne pepper','cloves']",['ghanaian'],A sweet and spicy dessert,TRUE,TRUE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],YN2cjrRI,350,8,25,22,0
LdJfD2yG,Gari Biscuits,"['flour','gari','margarine','sugar','milk','vanilla','bicarbonate of soda','cream of tartar','salt']",['ghanaian'],A delicacy,FALSE,TRUE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],9fUawyf0,400,6,50,15,0
nxPqjOIq,Atsomo,"['flour','margarine','sugar','egg','salt','nutmeg','cinnamon','water']",['ghanaian'],A sweet pastry,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],SU1QLKOv,350,5,40,15,0
D7yIj9ql,Fried Rocky Buns,"['flour','margarine','sugar','egg','milk','nutmeg','lemon rind','salt','baking powder','oil']",['ghanaian'],A sweet pastry,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],NMDgvtCH,400,6,50,18,0
3T1jVMv9,Breakfast Pancakes,"['flour','eggs','sugar','milk','baking soda','cream of tartar','salt','baking powder']",['ghanaian'],Ghanaian twist on pancakes,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],ROe1HXth,300,6,45,10,0
xCdQiPbA,Oven Scones,"['flour','margarine','sugar','milk','salt','baking soda','cream of tartar']","['british','ghanaian']",British biscuits,FALSE,TRUE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],WV1j8EvB,350,6,40,12,0
AXKq3oNz,Togbei (Batter Doughnuts),"['flour','caster sugar','salt','oil','milk','water','yeast','margarine','egg','nutmeg']",['ghanaian'],A ghanaian twist on doughnuts,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],F3B1q89D,400,6,50,15,0
KAY1tttr,Araba's Sweetbread,"['flour','yeast','salt','sugar','eggs','margarine','milk','baking powder','vanilla','nutmeg']",['ghanaian'],A sweet bread,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],iIAruoSG,350,8,55,10,0
4aQw65m7,Feather Light Bread Rolls,"['flour','yeast','salt','sugar','eggs','margarine','milk','water','vanilla','nutmeg']",['ghanaian'],A sweet bread,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],eT7aX99L,300,8,50,8,0
C3VKzugT,Black Beauty Cake,"['margarine','brown sugar','eggs','chocolate','cocoa powder','water','vanilla','flour','salt','baking powder','cream of tartar','baking soda','milk']",['ghanaian'],A sweet chocolatey cake,FALSE,FALSE,FALSE,TRUE,TRUE,"['breakfast','snack']","['side','dessert']",['balanced'],J9k3lxbJ,450,6,60,20,0
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
